text,reading,english,level,length,kanji_ratio
彼女の表情から察するに、何か深刻なトラブルに巻き込まれたようだ。,かのじょのひょうじょうからさっするに、なんかしんこくなとらぶるにまきこまれたようだ。,"Judging from her expression, she seems to have been in some serious trouble.",N2,32,0.31
一度失った信用を回復するのは、並大抵の努力では不可能だ。,いちどうしなったしんようをかいふくするのは、なみたいていのどりょくではふかのうだ。,It's impossible to restore a trust once lost by a common effort.,N2,28,0.54
彼は嘘をついているに相違ないが、証拠がないので追求できない。,かれはうそをついているにそういないが、しょうこがないのでついきゅうできない。,"He has no objection to lying, but he can't pursue it because he doesn't have evidence.",N2,30,0.27
彼女がそんな無責任なことをするはずがないと、私は信じている。,かのじょがそんなむせきにんなことをするはずがないと、わたくしはしんじている。,I believe she can't do such irresponsibility.,N2,30,0.23
試験に合格して以来、彼は見違えるほど自信に満ち溢れている。,しけんにごうかくしていらい、かれはみちがえるほどじしんにみちあふれている。,"Ever since he passed the exam, he's been so confident he's been as confident as he looks.",N2,29,0.45
田中さんの協力なしには、このプロジェクトの完遂はあり得なかった。,たなかさんのきょうりょくなしには、このぷろじぇくとのかんすいはありえなかった。,"Without Mr. Tanaka's cooperation, this project could not have been accomplished.",N2,32,0.22
このアパートは駅から徒歩圏内にある上に、買い物にも非常に便利だ。,このあぱーとはえきからとほけんないにあるうえに、かいものにもひじょうにべんりだ。,This apartment is within walking distance of the station and is very useful for shopping.,N2,32,0.38
たとえ明日世界が滅びようとも、私は今日を精一杯生きるつもりだ。,たとえあすせかいがほろびようとも、わたくしはきょうをせいいちばいいきるつもりだ。,"Even if the world dies tomorrow, I'm going to live today to the best of my ability.",N2,31,0.39
彼は、どんなに多忙であっても、家族との時間を最優先にしている。,かれは、どんなにたぼうであっても、かぞくとのじかんをさいゆうせんにしている。,"No matter how busy he is, he puts his time with his family first.",N2,31,0.32
彼女が反対したところで、この決定が覆ることはまずないだろう。,かのじょがはんたいしたところで、このけっていがくつがえることはまずないだろう。,"Where she disagrees, it's unlikely that this decision will ever be reversed.",N2,30,0.23
この法律は、個人の自由を制限するおそれがあるとして批判されている。,このほうりつは、こじんのじゆうをせいげんするおそれがあるとしてひはんされている。,This law is criticized as the possibility of restricting individual freedom.,N2,33,0.3
今日という日を迎えられたのも、周囲の方々の支えがあってこそだ。,きょうというひをむかえられたのも、しゅういのかたがたのささえがあってこそだ。,It was only with the support of the surrounding people that I had this day.,N2,31,0.26
彼の話は、単なる噂ではなく、信頼するに足る根拠に基づいている。,かれのはなしは、たんなるうわさではなく、しんらいするにたるこんきょにもとづいている。,"His story is not just a rumor, but a basis on which to trust.",N2,31,0.32
このアパートは、一人暮らしをするには十分すぎるほどの広さがある。,このあぱーとは、ひとりぐらしをするにはじゅうぶんすぎるほどのひろさがある。,This apartment is too large to live alone.,N2,32,0.19
この問題については、また後日、改めて詳細を詰めることにしたい。,このもんだいについては、またごじつ、あらためてしょうさいをつめることにしたい。,I'd like to cover this problem again later.,N2,31,0.26
彼女は、いつも自分のことより他人の幸せを第一に考えている。,かのじょは、いつもじぶんのことよりたにんのしあわせをだいいちにかんがえている。,She always puts other people's happiness above her own.,N2,29,0.34
